Sequence,Word,Meaning
13672,recalcitrant,adj. 反抗的；反对的；顽强的
13673,non-western,
13674,fixation,n. 固定；定影；定位
13675,hut,n. 小屋；临时营房
13676,fluorescent,荧光
13677,draconian,adj. 严厉的，苛刻的
13678,well-designed,
13679,fleet,adj. 快速的，敏捷的
13680,enrichment,n. 丰富；肥沃；改进；发财致富
13681,denim,n. 斜纹粗棉布，丁尼布；劳动布
13682,painful,adj. 疼痛的；痛苦的；令人不快的
13683,salesperson,n. 售货员
13684,patriot,n. 爱国者
13685,philosophy,n. 哲学；哲理；人生观
13686,moreover,adv. 此外；而且
13687,stumble,vi. 踌躇，蹒跚；失足；犯错
13688,wrestle,n. 摔跤；斗争；搏斗
13689,loan,n. 贷款；借款
13690,grisly,adj. 可怕的；厉害的；严重的
13691,hiccup,n. 打嗝
13692,mist,n. 薄雾；视线模糊不清；模糊不清之物
13693,chug,vi. 发出轧轧声；发出嘎嚓声；发出轧轧声前进
13694,restless,adj. 焦躁不安的；不安宁的；得不到满足的
13695,metastasis,
13696,self-sufficiency,自给自足
13697,calming,adj. 平静的
13698,genius,n. 天才，天赋；精神
13699,whiz,n. 飕飕声；奇才
13700,cleanliness,n. 清洁
13701,tinted,adj. 着色的，带色彩的
13702,befit,vt. 适合于；为…该做的；对…适当
13703,dark-haired,
13704,remittance,
13705,diversify,vt. 使多样化，使变化；增加产品种类以扩大
13706,paying,adj. 支付的；赢利的；合算的
13707,manic,adj. 狂热的；躁狂的
13708,onward,adj. 向前的；前进的
13709,antithesis,
13710,unduly,adv. 过度地；不适当地；不正当地
13711,ought,aux. 应该，应当；大概
13712,suffer,vt. 忍受；遭受；经历
13713,recite,vt. 背诵；叙述；列举
13714,euphoria,n. 精神欢快，欣快；兴高采烈；欣快症；幸福愉快感
13715,justify,vi. 证明合法；整理版面
13716,disobedience,不服从
13717,stipulate,vi. 规定；保证
13718,polymer,n. [化]聚合物
13719,spoils,n. 赃物；战利品（spoil的复数）
13720,enunciate,vt. 发音；阐明；宣布
13721,riding,n. 骑马；骑术
13722,peach,n. 桃子；桃树；桃红色；[美俚]受人喜欢的人（或物）
13723,midday,n. 中午；正午
13724,Band-Aid,
13725,refusal,n. 拒绝；优先取舍权；推却；取舍权
13726,mastermind,vt. 策划
13727,practicing,adj. 在工作的，开业的
13728,laud,vt. 赞美；称赞
13729,tickle,vt. 使发痒；使高兴；使满足
13730,civil-military,
13731,truly,adv. 真实地，不假；真诚地
13732,welder,n. 焊接工
13733,gateway,n. [计]网关；门；通道；方法；途径
13734,mechanic,n. 技工，机修工
13735,crippled,
13736,scant,adj. 不足的；缺乏的；勉强够的
13737,urine,n. 尿
13738,acquired,adj. 后天的；已获得的；已成习惯的
13739,elation,n. 兴高采烈，得意洋洋
13740,nullify,vt. 使无效，作废；取消
13741,thoroughly,adv. 彻底地，完全地
13742,erratic,adj. 不稳定的；古怪的
13743,spectator,n. 观众；旁观者
13744,laundry,n. 洗衣店，洗衣房；洗熨；洗好的衣服；要洗的衣服
13745,far-flung,遥远的
13746,ever-increasing,
13747,concluding,adj. 结束的；最后的
13748,quarter-century,
13749,stubble,n. 残株；发茬，须茬
13750,left-hander,
13751,shave,vt. 剃；修面；掠过
13752,compliant,adj. 顺从的；应允的；服从的
13753,thump,vt. 重击；用拳头打；砰地撞到
13754,aggressiveness,
13755,sponsorship,n. 保证人的地位；发起；赞助；教父母身份
13756,warplane,
13757,presently,adv. 不久；（美）目前
13758,tantrum,n. 发脾气；发怒
13759,blight,n. 枯萎病；荒芜
13760,customized,n. 自定义；客制化；自定义级别
13761,actuality,n. 现状；事实；现实
13762,redirect,vt. 使改方向；重新寄送
13763,contentment,n. 满意；满足
13764,trophy,n. 奖品；战利品；纪念品
13765,boating,n. 划船
13766,omen,n. 预兆；征兆
13767,effortlessly,毫不费力地
13768,Palestinian,巴勒斯坦
13769,bicker,vi. 闪动；斗嘴；潺潺而流
13770,overgrow,
13771,tenderness,n. 亲切；柔软；柔和；敏感；棘手
13772,bemoan,vt. 惋惜；为…恸哭
13773,out-of-town,
13774,clique,n. 派系；私党；阀；小圈子
13775,pee,n. 尿；撒尿
13776,adversarial,
13777,cluttered,
13778,lingering,adj. 拖延的
13779,spinning,n. 纺纱
13780,savvy,n. 悟性；理解能力
13781,moisture,n. 潮湿；水分；降雨量；湿度
13782,carnivore,
13783,bonnet,n. 软帽；阀盖
13784,paltry,adj. 不足取的；无价值的；琐碎的；卑鄙的
13785,meaty,adj. 多肉的；肉的；似肉的
13786,barbaric,adj. 野蛮的，粗野的；原始的
13787,obsessed,adj. 着迷的；无法摆脱的
13788,racial,adj. 种族的；人种的
13789,leaflet,n. 传单；小叶
13790,wire,n. 金属丝；电线；电报
13791,perky,adj. 得意洋洋的；自信的；神气的；活泼的
13792,par,n. 票面价值；平均数量；标准
13793,martial,adj. 战争的；军事的；尚武的
13794,offend,vt. 冒犯；使…不愉快
13795,valve,n. [机]阀；[机]活门；[电子]真空管；[解]瓣膜
13796,lurk,vi. 潜伏；埋伏；潜藏
13797,disk,n. 磁盘，磁碟片；圆盘，盘状物；唱片
13798,acquiesce,vi. 勉强同意；默许
13799,king,n. 国王；最有势力者；王棋
13800,series,n. 系列，连续；丛书；[电]串联；[数]级数
13801,sticky,adj. 粘的；粘性的
13802,brewery,n. 啤酒厂
13803,inferno,n. 阴间，地狱
13804,laurel,n. [植]月桂树；桂冠，殊荣
13805,bubbly,adj. 起泡的；多泡的
13806,self-expression,n. 自我表现
13807,pucker,vt. 折叠；使起皱；使缩拢
13808,cleat,
13809,woody,adj. 木质的；多树木的；木头似的
13810,peptide,n. 缩氨酸
13811,eighteen,n. 十八，十八个
13812,greasy,adj. 油腻的；含脂肪多的；谄媚的
13813,anguished,adj. 极度痛苦的
13814,drooping,
13815,up,adv. 向上；上涨；起来
13816,goat,n. 山羊；替罪羊（美俚）；色鬼（美俚）
13817,midget,n. 侏儒；极小者
13818,tomography,n. [医]X线断层摄影术（等于laminography）
13819,sidebar,侧边栏
13820,outlast,vt. 比…长久；从…中逃生
13821,satchel,n. 小背包；书包
13822,coed,adj. 男女同校的
13823,invoice,n. 发票；发货单；货物
13824,craftsmanship,
13825,Scottish,adj. 苏格兰的；苏格兰人的；苏格兰语的
13826,blazing,adj. 燃烧的；强烈的；闪耀的
13827,skirmish,n. 小冲突，小规模战斗；小争论
13828,scam,n. 骗局，诡计；故事
13829,paraphrase,n. 释义；改述；演释曲
13830,undercover,adj. 秘密的，秘密从事的；从事间谍活动的
13831,blacken,vt. 使变黑；诽谤，诋毁
13832,stern,n. 船尾；末端
13833,sabbatical,adj. 安息日的
13834,acceptability,n. 可接受性；可容许性
13835,accolade,n. 荣誉称号授予仪式；荣誉；连谱号；称赞
13836,bogey,n. 妖怪；可怕的人
13837,husk,n. 皮；外壳；无价值之物
13838,inculcate,vt. 教育；教授；谆谆教诲；反覆灌输
13839,recede,vi. 后退；减弱
13840,twinge,n. 阵痛；悔恨
13841,potted,adj. 盆栽的；罐装的；密封的；[美俚]喝醉的
13842,hoot,n. 鸣响；嘲骂声；汽笛响声
13843,airman,n. 飞行员，空军士兵
13844,subsystem,n. 子系统；次要系统
13845,luck,n. 运气；幸运；带来好运的东西
13846,meter,n. 公尺；仪表；韵律；米
13847,drag,vt. 拖拉；拖累；缓慢而吃力地行进
13848,steadfast,adj. 坚定的；不变的
13849,tick,vt. 标记号于；滴答地记录
13850,sorrow,n. 悲伤；伤心事；懊悔
13851,fortification,n. 加强；设防；防御工事；配方
13852,fledgling,n. 无经验的人；刚会飞的幼鸟
13853,lousy,adj. 多虱的；污秽的；讨厌的；极坏的
13854,refuge,n. 庇护；避难；避难所
13855,raindrop,n. 雨滴；雨点
13856,underbrush,n. 林下灌木丛；矮树丛
13857,scrape,n. 刮掉；擦痕；困境；刮擦声
13858,varsity,n. 大学运动代表队；大学
13859,retraining,n. 再训练
13860,consumerism,n. 保护消费者利益运动；用户至上主义
13861,outmoded,adj. 过时的，不流行的
13862,sadly,adv. 悲哀地；悲痛地
13863,condensed,adj. 浓缩的；扼要的
13864,wartime,n. 战时
13865,bingo,n. 宾戈游戏
13866,matchup,比赛
13867,x-ray,vt. 用X光线检查
13868,quest,n. 追求；寻找
13869,devalue,vt. 使贬值；降低…的价值
13870,philanthropist,n. 慈善家，博爱主义者；乐善好施的人
13871,directive,n. 【计】指令；指示
13872,earnings,n. 收入
13873,scurry,n. 急跑；短距离赛跑（或赛马）
13874,annexation,n. 合并；附加物
13875,Mojave,
13876,morph,变形
13877,upturned,
13878,charged,adj. [物]带电的；气氛紧张的；充满感情的
13879,heir,n. 继承人；后嗣；嗣子
13880,insulating,adj. 绝缘的；隔热的
13881,road,n. 道路；公路，马路；手段
13882,sliding,adj. 滑行的；变化的
13883,saving,n. 存款；节约；挽救
13884,depress,vt. 使沮丧；压低；使萧条
13885,jersey,n. 运动衫，毛线衫
13886,cast-iron,adj. 铸铁的；坚固的；顽强的；严格的
13887,scotch,vi. 弄伤；制止转动；扑灭；镇压
13888,spurt,vi. 喷出；冲刺；迸发
13889,unwavering,
13890,acquittal,n. 赦免；无罪开释；履行；尽职；（债务等的）清偿
13891,lyrical,adj. 抒情诗调的；感情丰富的；充满愉悦的
13892,predicament,困境
13893,transformer,n. 变压器；促使变化的人
13894,pane,n. 窗格；窗格玻璃；边；面；嵌板
13895,motive,n. 动机，目的；主题
13896,wistfully,
13897,turnout,n. 出席者；产量；出动；清除；岔道
13898,entourage,随行人员
13899,boater,n. 硬草帽；乘船的人
13900,filthy,adj. 污秽的；猥亵的；肮脏的
13901,avenge,vt. 替…报仇
13902,unhappily,adv. 不幸地；遗憾地
13903,autistic,adj. [心]孤僻的；[心]孤独症的
13904,sling,n. 投石器；吊索；抛掷
13905,slate,n. 板岩；石板；蓝色；石片
13906,anarchist,n. 无政府主义者
13907,freckle,n. 斑点；雀斑
13908,pistachio,
13909,retro,n. 制动火箭，减速火箭；（服装式样等）重新流行
13910,interrupt,vt. 中断；妨碍；插嘴；打断
13911,striker,n. 罢工者；打击者；撞针；钟锤；叉鱼的人
13912,breakout,
13913,scenario,n. 情节；剧本；方案
13914,motto,n. 座右铭，格言；箴言
13915,condensation,n. 压缩；凝结；冷凝
13916,grassland,n. 草原；牧草地
13917,tone,n. 音调；音色；语气；色调
13918,tongue,n. 语言；舌头
13919,sacred,adj. 神圣的；庄严的；宗教的；神的
13920,moustache,
13921,perfectionist,n. 至善论者；完美主义者，追求完美的人
13922,kindness,n. 仁慈；好意；友好的行为
13923,unforgettable,难忘的
13924,redistribution,n. 重新分配
13925,Sudanese,adj. 苏丹的；苏丹人的
13926,overbearing,adj. 傲慢的；压倒一切的
13927,ordnance,n. 军火；大炮；军械署
13928,edifice,n. 大厦；大建筑物
13929,queen,n. 女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王
13930,corny,adj. 谷类的；粗野的；陈腐的；乡下味的
13931,crux,n. 关键；难题；十字架形，坩埚
13932,serpent,n. 蛇（尤指大蛇或毒蛇）；狡猾的人
13933,meeting,n. 会议；集会；会见；汇合点
13934,newcomer,n. 新来者；新到的移民
13935,hard-working,勤奋工作
13936,fist,n. 拳头；掌握；笔迹
13937,toss,n. 投掷；摇荡；投掷的距离；掷币赌胜负
13938,winter,n. 冬季；年岁；萧条期
13939,impetus,动力
13940,confidant,n. 密友；知己
13941,trek,n. 艰苦跋涉
13942,entire,adj. 全部的，整个的；全体的
13943,clergyman,n. 牧师；教士
13944,hue,n. 色彩；色度；叫声
13945,molester,
13946,bluegrass,
13947,guru,n. 古鲁（指印度教等宗教的宗师或领袖）；领袖；专家
13948,disillusionment,
13949,sleazy,adj. 质地薄的；[口]肮脏的；低级庸俗的；破烂的
13950,defiantly,adv. 对抗地；挑战地
13951,groundwater,地下水
13952,syllable,n. 音节
13953,exhortation,n. 劝告；讲道词，训词
13954,fossil,n. 化石；僵化的事物；顽固不化的人
13955,picket,n. 警戒哨；纠察队；尖木桩
13956,buoyant,adj. 有浮力的；轻快的；上涨的
13957,enmity,n. 敌意；憎恨
13958,alfalfa,n. 紫花苜蓿；苜蓿
13959,ill-fated,
13960,acupuncture,vt. 对…施行针刺疗法
13961,converter,n. 变流器，整流器；转化器
13962,deferred,adj. 延期的
13963,welfare,n. 福利；福利事业；幸福；安宁
13964,expiration,n. 呼气；终结；届期
13965,drunken,adj. 喝醉的；常醉的；酒醉的
13966,whoop,n. 大叫；哮喘声；呐喊；一点点
13967,air-conditioned,
13968,evasion,n. 逃避；回避；借口
13969,catering,n. 给养；承办酒席；[医]提供饮食及服务
13970,terrace,n. 梯田；阳台；平台
13971,teaching,n. 教学；教义
13972,underpinning,
13973,cologne,n. 古龙香水
13974,deformity,
13975,grad,n. 毕业生；校友
13976,perfectly,adv. 完美地；完全地；无瑕疵地
13977,nozzle,n. 喷嘴；管口；鼻
13978,disperse,vt. 使散开；分散；传播
13979,sibling,n. 兄弟姊妹；民族成员
13980,aerosol,n. 喷雾器；气雾剂；浮质；气溶胶
13981,shaky,adj. 摇晃的；不可靠的；不坚定的
13982,gnaw,vt. 咬；折磨；侵蚀
13983,encroachment,n. 侵蚀；侵入，侵犯
13984,pursue,vt. 从事；追赶；继续；纠缠
13985,atrium,
13986,perceptual,adj. 知觉的；有知觉的；感知的
13987,inability,n. 无才能；无能力
13988,legalize,vt. 使合法化；公认；法律上认为…正当
13989,cyst,n. 包囊；囊肿；膀胱
13990,detection,n. 察觉；侦查，探测；发觉，发现
13991,rightful,adj. 正当的；合法的；正直的；公正的
13992,ethic,n. 道德规范；伦理
13993,three-way,
13994,swing,n. 摇摆；秋千；摆动；音律；涨落
13995,contrive,vt. 设计；发明；图谋
13996,physical,adj. 身体的；物质的；物理的
13997,intonation,n. 声调，语调；语音的抑扬
13998,pompous,adj. 浮夸的；爱炫耀的；自大的；华而不实的
13999,intricacy,n. 错综，复杂；难以理解
14000,slab,n. 厚片；厚板，平板；混凝土路面
14001,blatantly,adv. 喧闹地；公然地；看穿了地
14002,lava,n. 火山岩浆；火山所喷出的熔岩
14003,mid-air,空中
14004,English-speaking,
14005,abet,vt. 煽动，教唆；支持
14006,warrant,n. 正当理由；根据；委任状；证明
14007,condescending,adj. 故意屈尊的；谦逊的；有优越感的
14008,Swiss,adj. 瑞士的；瑞士人的；瑞士风格的
14009,awning,n. 雨篷；遮阳篷；甲板等上的天篷
14010,enter,vt. 进入；开始；参加
14011,justifiably,
14012,acorn,n. 橡子；橡实
14013,APR,abbr. 四月（April）
14014,cottonwood,n. [植]杨木；三角叶杨
14015,childless,
14016,Scandinavian,斯堪的纳维亚
14017,perplexed,adj. 困惑的；不知所措的
14018,urge,vt. 力劝，催促；驱策，推进
14019,runaway,adj. 逃走的；逃亡的
14020,papaya,n. 木瓜；番木瓜树
14021,stockholder,n. 股东；股票持有人
14022,gingerly,小心翼翼地
14023,inept,adj. 不适当的；笨拙的
14024,hypnotic,adj. 催眠的，催眠术的；易于催眠的
14025,drought,n. 干旱；缺乏
14026,garlic,n. 大蒜；蒜头
14027,environment,n. 环境，外界
14028,blockage,n. 封锁；妨碍；堵塞，堵塞
14029,scheme,n. 计划；组合；体制；诡计
14030,vaccination,n. 种痘；接种疫苗
14031,leopard,n. 豹；美洲豹
14032,Briton,n. 英国人；大不列颠人
14033,braided,adj. 编辫子的；有饰带镶缀的
14034,censure,vt. 责难，责备
14035,cultured,adj. 有教养的；讲究的；人工培养的
14036,mutant,n. 突变体；突变异种
14037,resource,n. 资源，财力；办法；智谋
14038,Audubon,
14039,predator,n. 食肉动物；掠夺者；捕食者
14040,neon,n. [化]氖（10号元素，符号Ne）；霓虹灯
14041,horde,n. 游牧部落；一大群，群
14042,start,vt. 开始；启动
14043,you,pron. 你；你们
14044,proof,n. 证据；证明；校样；考验；验证；试验
14045,phantom,n. 幽灵；幻影；虚位
14046,humanist,n. 人道主义者；人文主义者；人类学者，人文学者
14047,instruct,vt. 命令；教授；指导；通知
14048,meld,vi. 合并；混合
14049,tofu,n. 豆腐
14050,icy,adj. 冰冷的；结满冰的；冷淡的
14051,symbiotic,adj. 共生的；共栖的
14052,cynic,n. 愤世嫉俗者；犬儒学派的人
14053,astonishingly,
14054,oversized,adj. 过大的，极大的
14055,commemoration,n. 纪念；纪念会；庆典
14056,defunct,
14057,malaria,n. 疟疾；瘴气
14058,futile,adj. 无用的；没有出息的；琐细的；不重要的；无效的
14059,agonize,vi. 感到极度痛苦；挣扎
14060,sardonic,
14061,dissenting,adj. 不同意的（等于dissentient）
14062,gauntlet,
14063,babble,vi. 喋喋不休；呀呀学语；作潺潺声
14064,parenthood,
14065,oneself,pron. 自己；亲自
14066,crossword,n. 纵横字谜；纵横填字谜（等于cross puzzle）
14067,mulch,n. 覆盖物，护盖物；护根
14068,fisherman,n. 渔夫；渔人
14069,nag,n. 老马；竞赛马；唠叨
14070,annihilate,vt. 歼灭；战胜；废止
14071,indentation,n. 压痕，刻痕；凹陷；缩排；呈锯齿状
14072,neoliberal,
14073,exactly,adv. 精确地；正确地；正是；恰好地
14074,conventionally,adv. 照惯例，照常套
14075,volleyball,n. 排球
14076,created,adj. 创造的；引起的
14077,inscribe,vt. 题写；题献；铭记；雕
14078,liberty,n. 自由；许可；冒失
14079,steroids,类固醇
14080,broach,vt. 提出；钻孔；开始讨论；给…开口
14081,nightmare,n. 恶梦；梦魇般的经历
14082,decomposition,n. 分解，腐烂；变质
14083,transport,n. 运输；运输机；狂喜；流放犯
14084,preconceived,
14085,cowardly,adj. 怯懦的，懦弱的；胆小的
14086,goodbye,int. 再见
14087,spacious,adj. 宽敞的，广阔的；无边无际的
14088,upstate,北部
14089,rugged,adj. 粗糙的；坚固的；崎岖的；高低不平的
14090,receiver,n. 接收器；接受者；收信机；收款员，接待者
14091,astounding,adj. 令人震惊的；令人惊骇的
14092,sleek,adj. 圆滑的；井然有序的
14093,boneless,
14094,infinite,adj. 无限的，无穷的；无数的；极大的
14095,unscrew,vt. 旋松；旋开；从...旋出螺丝
14096,empowerment,赋予权力
14097,vignette,n. 装饰图案；小插图
14098,eternity,永恒
14099,violence,n. 激烈；暴力；侵犯；歪曲
14100,sprained,
14101,airing,n. 通风；晾干；（开车）兜风
14102,ammo,n. [口]弹药；军火
14103,girl,n. 女孩，姑娘；女儿；女朋友
14104,unskilled,adj. 不熟练的；拙劣的；无需技能的
14105,illustration,n. 插图；说明；例证；图解
14106,bottleneck,n. 瓶颈；障碍物
14107,intercede,vi. 调解，调停；求情，说项
14108,three-time,
14109,innocuous,adj. 无害的；无伤大雅的
14110,purify,vt. 净化；使纯净
14111,sculptor,n. 雕刻家
14112,embankment,
14113,fortify,vt. 加强；（酒）的酒精含量；增强；设防于
14114,nobility,n. 贵族；高尚；高贵
14115,relentless,adj. 无情的；残酷的；不间断的
14116,improve,vt. 改善，增进；提高…的价值
14117,reconnaissance,n. 侦察；搜索；事先考查；勘测（等于reconnoissance）
14118,reggae,n. 瑞格舞（西印度群岛的一种舞蹈及舞曲）
14119,dune,n. （由风吹积而成的）沙丘
14120,chloride,n. 氯化物
14121,retool,vt. 重组；重新装备
14122,demonstrate,vt. 证明；论证；展示
14123,foursome,n. 四人的一组；四人对抗赛
14124,amplifier,n. 放大器，扩大器；扩音器
14125,Lutheran,adj. 路德教会的
14126,drool,vi. 流口水；胡说
14127,ramification,衍生物
14128,celebratory,
14129,azalea,n. [植]杜鹃花
14130,psychopath,n. 精神病患者
14131,involuntary,adj. 自然而然的；不知不觉的；无意识的
14132,purview,n. 范围，权限；视界；条款
14133,predictable,adj. 可预言的
14134,manhood,n. 成年；男子；男子气概
14135,well-trained,
14136,one-third,三分之一
14137,disorder,n. 混乱；骚乱
14138,barter,vi. 进行易货贸易；作物物交换；讨价还价
14139,utensil,n. 用具，器皿
14140,unconcerned,adj. 不关心的；无忧虑的；无关的
14141,life-threatening,危及生命
14142,busily,adv. 忙碌地，起劲地
14143,syndicate,n. 辛迪加；企业联合；财团
14144,ion,n. 离子
14145,broiler,n. 酷热的日子；烤肉；烤焙用具
14146,inexpensive,adj. 便宜的
14147,communicative,adj. 爱说话的，健谈的；交际的；无隐讳交谈的
14148,toughness,n. 韧性；强健；有粘性
14149,relic,n. 废墟；纪念物；遗迹，遗物
14150,rockfish,
14151,conciliatory,adj. 安抚的；调停的；调和的
14152,breezy,adj. 有微风的；轻松愉快的；通风好的；活泼的
14153,placate,vt. 抚慰；怀柔；使和解
14154,stair,n. 楼梯，阶梯；梯级
14155,parting,n. 分手；分离；分界点
14156,artful,adj. 狡猾的；巧妙的；有技巧的；欺诈的
14157,fruity,
14158,gourmet,n. 美食家
14159,gondola,n. 两头尖的平底船；狭长小船；无盖货车
14160,overhang,vi. 悬垂；逼近
14161,re-enact,
14162,heady,adj. 任性的；性急的；顽固的；兴奋的；使人头晕的
14163,consign,vt. 托运；寄存；交付；把…委托给
14164,stucco,vt. 粉饰，粉刷；涂以灰泥
14165,proficiency,n. 精通，熟练
14166,impoverished,贫穷的
14167,pre-emptive,先发制人
14168,anoint,vt. 给…涂油；用油擦；[宗教]抹油使神圣化
14169,laundering,n. 洗烫
14170,voluntarily,adv. 以自由意志；自动地
14171,inlaid,adj. 镶嵌的；镶饰的；嵌入的
14172,departure,n. 离开；出发；违背
14173,bemused,
14174,these,pron. 这些
14175,reaffirm,vt. 再断言；再肯定，重申
14176,partial,adj. 局部的；不公平的；[口]偏爱的
14177,steadfastly,
14178,staple,n. 订书钉；主要产品；主题
14179,telephone,n. （美）电话；电话机；电话耳机
14180,embryo,n. [动]胚胎；[植]胚芽；初期
14181,compatriot,n. 同国人；同胞
14182,commons,n. 平民百姓
14183,bulkhead,n. 隔板；防水壁
14184,archetypal,
14185,concierge,n. 门房；看门人
14186,o''clock,钟点
14187,qualify,vt. 使具有资格；证明…合格；限制
14188,sir,n. 阁下，先生
14189,spoke,v. 为…装轮辐；说话（speak的过去分词）
14190,scorecard,n. 记分卡
14191,tenement,n. 房屋；住户，租户；租房子
14192,rile,vt. 激怒；搅浑；惹怒
14193,subculture,n. 亚文化群
14194,carver,n. 切肉刀；雕刻者；切肉的人
14195,homogeneous,adj. 同种的；均匀的；齐次的
14196,terrific,adj. 极好的；极其的，非常的；可怕的
14197,altruism,n. 利他；利他主义
14198,orthodox,adj. 正统的；惯常的；传统的
14199,unfortunate,adj. 不幸的；令人遗憾的；不成功的
14200,reciprocity,n. 相互性；互惠主义；相互作用（复数reciprocities）
14201,evacuate,vt. 排泄；疏散，撤退
14202,cracking,adj. 敏捷的；出色的；重大的
14203,solicitor,n. 律师；法务官；募捐者；掮客
14204,ballerina,n. 芭蕾舞女演员，芭蕾舞女
14205,aviator,n. 飞行员
14206,wasp,n. 黄蜂；胡蜂；易怒的人
14207,rooftop,n. 屋顶
14208,encyclopedia,n. 百科全书
14209,scatter,vi. 分散，散开；散射
14210,malaise,n. 不舒服；心神不安
14211,sound,vt. 使发声；听（诊）；测量，测…深；宣告；试探
14212,quantify,vt. 量化；为…定量；确定数量
14213,standardize,vt. 使标准化；用标准检验
14214,stanza,n. 演出期；局；场；诗的一节
14215,second-generation,
14216,jigsaw,n. 线锯；镂花锯；拼图玩具
14217,synthesis,n. 综合，合成；综合体
14218,canteen,n. 水壶；食堂，小卖部
14219,month,n. 月，一个月的时间
14220,epidemiology,
14221,strenuous,adj. 费力的；奋发的；紧张的；艰苦的；热烈的
14222,lord,n. 上帝；主
14223,resolution,n. 决议；决心；分辨率；解决
14224,congenital,
14225,archetype,n. 原型
14226,abiding,adj. 持久的，永久的；不变的
14227,Nigerian,n. 尼日利亚人
14228,sentence,n. 宣判，判决；句子，命题
14229,trespass,vi. 侵入；打扰；冒犯；犯罪
14230,Cajun,n. 法人后裔（移居美国路易斯安纳州的）
14231,conspirator,n. 阴谋者；反叛者；同谋者
14232,usable,adj. 可用的；合用的（等于useable）
14233,greased,adj. 灌足酒的；患踵炎症的；醉的；加过润滑脂的
14234,morbidity,n. 发病率；病态；不健全
14235,sub,n. 潜水艇；地铁；替补队员
14236,hilt,n. 刀把，柄
14237,profess,vt. 公开表示；自称；宣称信奉；正式准予加入
14238,lining,n. 衬里；内层；衬套
14239,foolproof,adj. 十分简单的；十分安全的；不会错的
14240,talking,adj. 说话的，多嘴的；有表情的
14241,slump,vi. 下降，衰落；倒下
14242,kidnap,vt. 绑架；诱拐；拐骗
14243,grown-up,成熟的
14244,backwater,n. 死水；回水；停滞不进的状态或地方
14245,telecommunications,n. 通讯；电信学
14246,hypocritical,adj. 伪善的；虚伪的
14247,bazaar,n. 集市；市场；义卖市场
14248,glib,adj. 口齿伶俐的，油嘴滑舌的
14249,mid-size,
14250,consulate,n. 领事；领事馆；领事任期；领事职位
14251,self-regulation,
14252,insist,vt. 坚持，强调
14253,mischief,n. 伤害；顽皮；不和；恶作剧
14254,wham,
14255,clarinet,n. [乐]单簧管；竖笛，黑管
14256,insignificant,adj. 无关紧要的
14257,categorization,n. 分门别类；编目方法；分类
14258,instil,vt. 逐渐灌输；使渗透；滴注
14259,minimally,adv. 最低限度地；最低程度地
14260,sickly,adj. 有病的，苍白的；疾病流行的；令人作呕的
14261,altruistic,adj. 利他的；无私心的
14262,undeterred,
14263,bewildering,adj. 使人困惑的；令人产生混乱的
14264,wannabe,
14265,chairwoman,
14266,brunette,n. 浅黑肤色的女人
14267,croon,vi. 低声歌唱；满怀柔情地唱流行歌曲
14268,fast-growing,快速增长
14269,progressively,adv. 渐进地；日益增多地
14270,cursory,adj. 粗略的；草率的；匆忙的
14271,severely,adv. 严格地，严厉地；严重地；纯朴地
14272,resemblance,n. 相似；相似之处；相似物；肖像
14273,appendage,n. 附加物；下属；[生]附器（如植物的枝叶和动物的腿尾）
14274,flushed,adj. 激动的；心情愉快的
14275,infuriate,vt. 激怒；使大怒
14276,circuitry,n. 电路系统；电路；电路学；一环路
14277,quadruple,adj. 四倍的；四重的
14278,renew,vt. 使更新；复兴；重申；续借
14279,surpass,vt. 胜过，优于；超越；非…所能办到或理解
14280,extravagance,n. 奢侈，浪费；过度；放肆的言行
14281,karaoke,n. 卡拉OK；卡拉OK录音，自动伴奏录音
14282,fencing,n. 剑术；围墙；筑栅栏的材料
14283,enormous,adj. 庞大的，巨大的；凶暴的，极恶的
14284,re-establish,重建
14285,essence,n. 本质，实质；精华；香精
14286,adamantly,
14287,sly,adj. 狡猾的；淘气的；诡密的
14288,gong,n. 锣；钟状物；[英俚]奖章
14289,feces,n. 排泄物；渣滓
14290,unequivocally,
14291,propane,n. [化]丙烷
14292,decentralization,
14293,concurrently,adv. 兼；同时发生地
14294,selfish,adj. 自私的；利己主义的
14295,wit,n. 智力；才智；智慧
14296,sum,n. 总数；金额
14297,nuisance,n. 麻烦事；损害；讨厌的人；讨厌的东西
14298,sterile,adj. 不毛的；贫瘠的；不育的；无菌的；枯燥乏味的
14299,headwaters,
14300,testimony,n. 证据；证词，证言
14301,spectacle,n. 景象，奇观；眼镜；引人羡慕的人
14302,cordless,n. 不用电线的
14303,herb,n. 香草，药草
14304,stampede,n. 人群的蜂拥；军队溃败；惊跑
14305,regime,n. 政权，政体；社会制度；管理体制
14306,practicum,
14307,mottled,adj. 斑驳的，杂色的
14308,disorderly,adj. 混乱的，无秩序的；骚乱的；无法无天的
14309,hairstyle,n. 发型
14310,grilled,adj. 烤的；有格子的
14311,reasoning,n. 推理；论证；评理
14312,enrage,vt. 激怒；使暴怒
14313,fiction,n. 小说；虚构，编造；谎言
14314,width,n. 宽度；广度
14315,computer-generated,
14316,gloom,n. 忧郁；阴暗
14317,foresight,n. 先见，远见；预见；深谋远虑
14318,collecting,
14319,stadium,n. 露天大型运动场；体育场
14320,Moslem,adj. 穆斯林的；伊斯兰教的；回教的
